timestamp,vehicle_count,speed,cyclist_presence,time_of_day,day_of_week,pred_vehicle_count,pred_speed,pred_cyclist_presence
2025-01-01 00:00:00,6,42.87900454010815,0,0,2,14,40.619787963399176,0
2025-01-01 00:15:00,14,40.619787963399176,0,0,2,20,20.460652415485278,0
2025-01-01 00:30:00,20,20.460652415485278,0,0,2,18,18.499122053630103,0
2025-01-01 00:45:00,18,18.499122053630103,0,0,2,10,45.31616510212273,0
2025-01-01 01:00:00,10,45.31616510212273,0,1,2,3,20.00033862726793,0
2025-01-01 01:15:00,3,20.00033862726793,0,1,2,2,15.720457300353086,0
2025-01-01 01:30:00,2,15.720457300353086,0,1,2,1,40.26995702933887,0
2025-01-01 01:45:00,1,40.26995702933887,0,1,2,5,15.0272568044355,0
2025-01-01 02:00:00,5,15.0272568044355,0,2,2,20,36.61185283697008,0
2025-01-01 02:15:00,20,36.61185283697008,0,2,2,11,15.80718487644955,0
2025-01-01 02:30:00,11,15.80718487644955,0,2,2,9,16.63329821247654,0
2025-01-01 02:45:00,9,16.63329821247654,0,2,2,15,23.146996915060647,0
2025-01-01 03:00:00,15,23.146996915060647,0,3,2,14,36.64351032665806,0
2025-01-01 03:15:00,14,36.64351032665806,0,3,2,11,32.9982053444764,0
2025-01-01 03:30:00,11,32.9982053444764,0,3,2,2,45.09791423577122,0
2025-01-01 03:45:00,2,45.09791423577122,0,3,2,6,20.968344329055203,0
2025-01-01 04:00:00,6,20.968344329055203,0,4,2,6,15.464273640595328,0
2025-01-01 04:15:00,6,15.464273640595328,0,4,2,13,43.29390718407614,0
2025-01-01 04:30:00,13,43.29390718407614,0,4,2,8,15.558818827707498,0
2025-01-01 04:45:00,8,15.558818827707498,0,4,2,1,38.94815592792549,0
2025-01-01 05:00:00,1,38.94815592792549,0,5,2,14,38.91422315889103,0
2025-01-01 05:15:00,14,38.91422315889103,0,5,2,11,32.33119185389445,0
2025-01-01 05:30:00,11,32.33119185389445,0,5,2,14,21.067762872772022,0
2025-01-01 05:45:00,14,21.067762872772022,0,5,2,16,24.05729935600059,0
2025-01-01 06:00:00,16,24.05729935600059,0,6,2,1,29.880455607193564,1
2025-01-01 06:15:00,1,29.880455607193564,1,6,2,3,21.469905943393446,0
2025-01-01 06:30:00,3,21.469905943393446,0,6,2,11,47.88246295474662,0
2025-01-01 06:45:00,11,47.88246295474662,0,6,2,33,12.27271995856421,0
2025-01-01 07:00:00,33,12.27271995856421,0,7,2,33,6.959828624191452,1
2025-01-01 07:15:00,33,6.959828624191452,1,7,2,27,13.445338486781514,0
2025-01-01 07:30:00,27,13.445338486781514,0,7,2,34,13.287375091519294,0
2025-01-01 07:45:00,34,13.287375091519294,0,7,2,47,11.070342476866847,1
2025-01-01 08:00:00,47,11.070342476866847,1,8,2,48,13.021969807540398,1
2025-01-01 08:15:00,48,13.021969807540398,1,8,2,26,9.234014807063696,0
2025-01-01 08:30:00,26,9.234014807063696,0,8,2,27,5.055221171236024,0
2025-01-01 08:45:00,27,5.055221171236024,0,8,2,36,12.1134195274865,0
2025-01-01 09:00:00,36,12.1134195274865,0,9,2,46,5.740446517340904,0
2025-01-01 09:15:00,46,5.740446517340904,0,9,2,28,14.149596755437807,0
2025-01-01 09:30:00,28,14.149596755437807,0,9,2,31,8.308980248526492,1
2025-01-01 09:45:00,31,8.308980248526492,1,9,2,4,40.53621624183224,0
2025-01-01 10:00:00,4,40.53621624183224,0,10,2,2,31.527522380668227,1
2025-01-01 10:15:00,2,31.527522380668227,1,10,2,13,44.71198384931294,0
2025-01-01 10:30:00,13,44.71198384931294,0,10,2,13,32.282845872753676,0
2025-01-01 10:45:00,13,32.282845872753676,0,10,2,14,18.881178728414096,0
2025-01-01 11:00:00,14,18.881178728414096,0,11,2,18,16.100021499035698,0
2025-01-01 11:15:00,18,16.100021499035698,0,11,2,19,34.71464501917343,0
2025-01-01 11:30:00,19,34.71464501917343,0,11,2,4,23.725228020210622,0
2025-01-01 11:45:00,4,23.725228020210622,0,11,2,10,22.10714286571693,0
2025-01-01 12:00:00,10,22.10714286571693,0,12,2,6,25.14130085198188,1
2025-01-01 12:15:00,6,25.14130085198188,1,12,2,1,36.852391684682765,1
2025-01-01 12:30:00,1,36.852391684682765,1,12,2,20,45.50112065657012,0
2025-01-01 12:45:00,20,45.50112065657012,0,12,2,11,29.57784817546282,0
2025-01-01 13:00:00,11,29.57784817546282,0,13,2,6,46.73899545410139,1
2025-01-01 13:15:00,6,46.73899545410139,1,13,2,19,27.339909971695917,0
2025-01-01 13:30:00,19,27.339909971695917,0,13,2,5,32.8761555902148,0
2025-01-01 13:45:00,5,32.8761555902148,0,13,2,4,39.23526115115946,1
2025-01-01 14:00:00,4,39.23526115115946,1,14,2,14,20.89018647605257,1
2025-01-01 14:15:00,14,20.89018647605257,1,14,2,8,29.134265987031426,1
2025-01-01 14:30:00,8,29.134265987031426,1,14,2,19,23.64066219935104,0
2025-01-01 14:45:00,19,23.64066219935104,0,14,2,2,25.53074084358694,1
2025-01-01 15:00:00,2,25.53074084358694,1,15,2,16,24.337335499634975,0
2025-01-01 15:15:00,16,24.337335499634975,0,15,2,4,27.077493680933905,0
2025-01-01 15:30:00,4,27.077493680933905,0,15,2,1,33.58271041609977,0
2025-01-01 15:45:00,1,33.58271041609977,0,15,2,5,23.471934502902513,0
2025-01-01 16:00:00,5,23.471934502902513,0,16,2,10,27.937905962149156,1
2025-01-01 16:15:00,10,27.937905962149156,1,16,2,5,27.87240964517386,0
2025-01-01 16:30:00,5,27.87240964517386,0,16,2,5,28.958855485559358,0
2025-01-01 16:45:00,5,28.958855485559358,0,16,2,35,13.35302495589238,0
2025-01-01 17:00:00,35,13.35302495589238,0,17,2,25,11.958128067908818,0
2025-01-01 17:15:00,25,11.958128067908818,0,17,2,47,11.775643618422825,1
2025-01-01 17:30:00,47,11.775643618422825,1,17,2,22,13.095010461397154,0
2025-01-01 17:45:00,22,13.095010461397154,0,17,2,26,6.743664290049915,0
2025-01-01 18:00:00,26,6.743664290049915,0,18,2,26,14.367299887367345,1
2025-01-01 18:15:00,26,14.367299887367345,1,18,2,47,12.35216119240772,1
2025-01-01 18:30:00,47,12.35216119240772,1,18,2,50,13.77339353380981,1
2025-01-01 18:45:00,50,13.77339353380981,1,18,2,47,6.749549270959362,0
2025-01-01 19:00:00,47,6.749549270959362,0,19,2,35,10.552008115994624,0
2025-01-01 19:15:00,35,10.552008115994624,0,19,2,47,7.60829174830409,0
2025-01-01 19:30:00,47,7.60829174830409,0,19,2,20,5.931027678058992,0
2025-01-01 19:45:00,20,5.931027678058992,0,19,2,11,34.540270876248414,0
2025-01-01 20:00:00,11,34.540270876248414,0,20,2,8,24.760497340726367,0
2025-01-01 20:15:00,8,24.760497340726367,0,20,2,18,40.40844876045838,0
2025-01-01 20:30:00,18,40.40844876045838,0,20,2,2,44.97135021573324,0
2025-01-01 20:45:00,2,44.97135021573324,0,20,2,0,37.47110761540007,0
2025-01-01 21:00:00,0,37.47110761540007,0,21,2,10,47.74722479773316,0
2025-01-01 21:15:00,10,47.74722479773316,0,21,2,3,46.44939659844778,0
2025-01-01 21:30:00,3,46.44939659844778,0,21,2,19,35.324031750275914,0
2025-01-01 21:45:00,19,35.324031750275914,0,21,2,15,18.551504000311123,0
2025-01-01 22:00:00,15,18.551504000311123,0,22,2,2,49.07823428643611,0
2025-01-01 22:15:00,2,49.07823428643611,0,22,2,17,20.628281799612452,0
2025-01-01 22:30:00,17,20.628281799612452,0,22,2,17,31.99648137551793,0
2025-01-01 22:45:00,17,31.99648137551793,0,22,2,2,37.81864408259102,0
2025-01-01 23:00:00,2,37.81864408259102,0,23,2,8,21.157383843707088,0
2025-01-01 23:15:00,8,21.157383843707088,0,23,2,3,23.303718062388,0
2025-01-01 23:30:00,3,23.303718062388,0,23,2,20,21.25879482274651,0
2025-01-01 23:45:00,20,21.25879482274651,0,23,2,7,44.722819367296225,0
2025-01-02 00:00:00,7,44.722819367296225,0,0,3,16,25.78212771483362,0
2025-01-02 00:15:00,16,25.78212771483362,0,0,3,15,18.278616873983236,0
2025-01-02 00:30:00,15,18.278616873983236,0,0,3,18,37.27164163650634,0
2025-01-02 00:45:00,18,37.27164163650634,0,0,3,13,35.64547966461903,0
2025-01-02 01:00:00,13,35.64547966461903,0,1,3,5,28.758420363336615,0
2025-01-02 01:15:00,5,28.758420363336615,0,1,3,7,37.0898519099042,0
2025-01-02 01:30:00,7,37.0898519099042,0,1,3,1,27.25274426931365,0
2025-01-02 01:45:00,1,27.25274426931365,0,1,3,0,35.19163596192257,0
2025-01-02 02:00:00,0,35.19163596192257,0,2,3,0,21.83350457293156,0
2025-01-02 02:15:00,0,21.83350457293156,0,2,3,15,24.827032685429952,0
2025-01-02 02:30:00,15,24.827032685429952,0,2,3,2,41.89939050072081,0
2025-01-02 02:45:00,2,41.89939050072081,0,2,3,16,49.80926787790693,0
2025-01-02 03:00:00,16,49.80926787790693,0,3,3,13,47.0202536577157,0
2025-01-02 03:15:00,13,47.0202536577157,0,3,3,2,41.17015708640949,0
2025-01-02 03:30:00,2,41.17015708640949,0,3,3,4,47.49114969057039,0
2025-01-02 03:45:00,4,47.49114969057039,0,3,3,16,34.34677383924215,0
2025-01-02 04:00:00,16,34.34677383924215,0,4,3,2,49.3116054300616,0
2025-01-02 04:15:00,2,49.3116054300616,0,4,3,19,25.305711222435498,0
2025-01-02 04:30:00,19,25.305711222435498,0,4,3,20,21.68188609026211,0
2025-01-02 04:45:00,20,21.68188609026211,0,4,3,0,26.09227018046972,0
2025-01-02 05:00:00,0,26.09227018046972,0,5,3,17,34.48804418604226,0
2025-01-02 05:15:00,17,34.48804418604226,0,5,3,2,34.952140953127774,0
2025-01-02 05:30:00,2,34.952140953127774,0,5,3,17,36.52525293447094,0
2025-01-02 05:45:00,17,36.52525293447094,0,5,3,1,23.895727717440856,1
2025-01-02 06:00:00,1,23.895727717440856,1,6,3,16,44.703442822363606,1
2025-01-02 06:15:00,16,44.703442822363606,1,6,3,15,34.348699191776774,1
2025-01-02 06:30:00,15,34.348699191776774,1,6,3,2,23.967243025806034,0
2025-01-02 06:45:00,2,23.967243025806034,0,6,3,47,10.113423988609378,0
2025-01-02 07:00:00,47,10.113423988609378,0,7,3,32,6.942739535120422,1
2025-01-02 07:15:00,32,6.942739535120422,1,7,3,33,12.95792669436101,0
2025-01-02 07:30:00,33,12.95792669436101,0,7,3,42,5.276167718737047,0
2025-01-02 07:45:00,42,5.276167718737047,0,7,3,42,11.720261352951994,0
2025-01-02 08:00:00,42,11.720261352951994,0,8,3,45,10.426446347075766,1
2025-01-02 08:15:00,45,10.426446347075766,1,8,3,45,13.604046183116752,1
2025-01-02 08:30:00,45,13.604046183116752,1,8,3,29,13.226005606596583,0
2025-01-02 08:45:00,29,13.226005606596583,0,8,3,47,8.26651241796041,0
2025-01-02 09:00:00,47,8.26651241796041,0,9,3,47,7.1582102749684315,0
2025-01-02 09:15:00,47,7.1582102749684315,0,9,3,23,13.420230750119813,1
2025-01-02 09:30:00,23,13.420230750119813,1,9,3,49,10.406351216101065,0
2025-01-02 09:45:00,49,10.406351216101065,0,9,3,19,19.646089778503942,0
2025-01-02 10:00:00,19,19.646089778503942,0,10,3,9,26.303476552943607,0
2025-01-02 10:15:00,9,26.303476552943607,0,10,3,18,30.363999724697265,1
2025-01-02 10:30:00,18,30.363999724697265,1,10,3,4,21.45167860159795,1
2025-01-02 10:45:00,4,21.45167860159795,1,10,3,8,39.09749652678782,1
2025-01-02 11:00:00,8,39.09749652678782,1,11,3,0,30.482328040588655,1
2025-01-02 11:15:00,0,30.482328040588655,1,11,3,15,21.400309898755758,0
2025-01-02 11:30:00,15,21.400309898755758,0,11,3,0,48.420284823211794,0
2025-01-02 11:45:00,0,48.420284823211794,0,11,3,4,36.41022611820233,0
2025-01-02 12:00:00,4,36.41022611820233,0,12,3,11,34.81130236729267,1
2025-01-02 12:15:00,11,34.81130236729267,1,12,3,13,18.212967303470467,1
2025-01-02 12:30:00,13,18.212967303470467,1,12,3,13,49.2828685017528,1
2025-01-02 12:45:00,13,49.2828685017528,1,12,3,15,18.424195622785053,0
2025-01-02 13:00:00,15,18.424195622785053,0,13,3,6,27.120651238129028,0
2025-01-02 13:15:00,6,27.120651238129028,0,13,3,4,28.947665703908072,0
2025-01-02 13:30:00,4,28.947665703908072,0,13,3,4,46.033813555431664,1
2025-01-02 13:45:00,4,46.033813555431664,1,13,3,9,36.905097049998275,0
2025-01-02 14:00:00,9,36.905097049998275,0,14,3,0,33.87821069400219,0
2025-01-02 14:15:00,0,33.87821069400219,0,14,3,15,17.469906159015046,0
2025-01-02 14:30:00,15,17.469906159015046,0,14,3,16,45.35196267442513,0
2025-01-02 14:45:00,16,45.35196267442513,0,14,3,19,35.14159622565576,0
2025-01-02 15:00:00,19,35.14159622565576,0,15,3,0,31.03885116720308,0
2025-01-02 15:15:00,0,31.03885116720308,0,15,3,4,36.907888453555046,0
2025-01-02 15:30:00,4,36.907888453555046,0,15,3,7,46.68727246846223,1
2025-01-02 15:45:00,7,46.68727246846223,1,15,3,12,22.510619189793093,0
2025-01-02 16:00:00,12,22.510619189793093,0,16,3,18,36.63888595182625,0
2025-01-02 16:15:00,18,36.63888595182625,0,16,3,7,28.488881733794777,0
2025-01-02 16:30:00,7,28.488881733794777,0,16,3,1,24.12430848825661,0
2025-01-02 16:45:00,1,24.12430848825661,0,16,3,45,11.967371653641507,0
2025-01-02 17:00:00,45,11.967371653641507,0,17,3,48,5.391863266756463,0
2025-01-02 17:15:00,48,5.391863266756463,0,17,3,48,7.820345725713064,1
2025-01-02 17:30:00,48,7.820345725713064,1,17,3,28,10.685202837499583,0
2025-01-02 17:45:00,28,10.685202837499583,0,17,3,22,9.126176769114265,0
2025-01-02 18:00:00,22,9.126176769114265,0,18,3,26,10.805440123439098,0
2025-01-02 18:15:00,26,10.805440123439098,0,18,3,24,7.3859685979034015,0
2025-01-02 18:30:00,24,7.3859685979034015,0,18,3,42,12.545428740846823,1
2025-01-02 18:45:00,42,12.545428740846823,1,18,3,36,10.343274735305634,0
2025-01-02 19:00:00,36,10.343274735305634,0,19,3,39,13.264574661077416,0
2025-01-02 19:15:00,39,13.264574661077416,0,19,3,41,7.976351745093108,0
2025-01-02 19:30:00,41,7.976351745093108,0,19,3,38,8.892016787341632,0
2025-01-02 19:45:00,38,8.892016787341632,0,19,3,11,48.54895239091194,0
2025-01-02 20:00:00,11,48.54895239091194,0,20,3,18,18.195033687514673,0
2025-01-02 20:15:00,18,18.195033687514673,0,20,3,6,48.48803097942597,0
2025-01-02 20:30:00,6,48.48803097942597,0,20,3,19,35.07032608431501,0
2025-01-02 20:45:00,19,35.07032608431501,0,20,3,14,17.914954391834087,0
